MATCH DATE,TEAM,NAME,POSITION,TRIES,TRY ASSISTS,CONVERSION GOALS,PENALTY GOALS,DROP GOALS,POINTS,PASSES,RUNS,METERS RUN,CLEAN BREAKS,DEFENDERS BEATEN,OFFLOADS,TURNOVERS CONCEDED,TACKLES,MISSED TACKLES,LINEOUTS WON,PENALTIES CONCEDED,YELLOW CARDS,RED CARDS,OPPOSING TEAM
06/02/15,WALES,Leigh Halfpenny,FB,0,0,1,2,0,8,5,13,70,0,2,1,0,2,0,0,0,0,0,ENG
06/02/15,WALES,Alex Cuthbert,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ENG
06/02/15,WALES,Jonathan Davies,C,0,0,0,0,0,0,5,6,8,0,1,0,2,5,3,0,0,0,0,ENG
06/02/15,WALES,Jamie Roberts,C,0,0,0,0,0,0,3,8,16,0,1,0,0,7,1,0,1,0,0,ENG
06/02/15,WALES,George North,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
06/02/15,WALES,Dan Biggar,FH,0,0,0,0,1,3,19,11,29,0,2,1,0,7,2,0,0,0,0,ENG
06/02/15,WALES,Rhys Webb,SH,1,0,0,0,0,5,50,3,10,1,1,0,2,5,2,0,1,0,0,ENG
06/02/15,WALES,Gethin Jenkins,P,0,0,0,0,0,0,2,1,0,0,0,0,0,12,1,0,2,0,0,ENG
06/02/15,WALES,Richard Hibbard,H,0,0,0,0,0,0,1,8,0,0,0,1,0,9,3,10,1,0,0,ENG
06/02/15,WALES,Samson Lee,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
06/02/15,WALES,Jake Ball,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
06/02/15,WALES,Alun Wyn Jones,L,0,0,0,0,0,0,1,6,2,0,1,1,1,8,2,0,0,0,0,ENG
06/02/15,WALES,Dan Lydiate,FL,0,0,0,0,0,0,1,3,1,0,0,0,0,15,1,0,2,0,0,ENG
06/02/15,WALES,Sam Warburton,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
06/02/15,WALES,Toby Faletau,N8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
06/02/15,WALES,Scott Baldwin,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
06/02/15,WALES,Paul James,R,0,0,0,0,0,0,1,3,2,0,1,0,0,2,0,0,0,0,0,ENG
06/02/15,WALES,Aaron Jarvis,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,ENG
06/02/15,WALES,Luke Charteris,R,0,0,0,0,0,0,0,2,0,0,0,0,1,3,1,0,1,0,0,ENG
06/02/15,WALES,Justin Tipuric,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
06/02/15,WALES,Mike Phillips,R,0,0,0,0,0,0,18,1,0,0,0,0,0,2,1,0,0,0,0,ENG
06/02/15,WALES,Rhys Priestland,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
06/02/15,WALES,Liam Williams,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
06/02/15,ENG,Mike Brown,FB,0,1,0,0,0,0,2,17,93,0,4,0,5,0,0,0,0,0,0,WALES
06/02/15,ENG,Anthony Watson,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,Jonathan Joseph,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,Luther Burrell,C,0,0,0,0,0,0,6,6,26,1,1,2,2,4,2,0,0,0,0,WALES
06/02/15,ENG,Jonny May,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,George Ford,FH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,Ben Youngs,SH,0,1,0,0,0,0,61,10,20,0,1,0,0,8,0,1,0,0,0,WALES
06/02/15,ENG,Joe Marler,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,Dylan Hartley,H,0,0,0,0,0,0,2,4,16,0,0,0,0,6,1,6,2,0,0,WALES
06/02/15,ENG,Dan Cole,P,0,0,0,0,0,0,0,4,3,0,0,0,0,2,1,0,2,0,0,WALES
06/02/15,ENG,Dave Attwood,L,0,0,0,0,0,0,0,4,7,0,0,0,0,10,3,0,0,0,0,WALES
06/02/15,ENG,George Kruis,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,James Haskell,FL,0,0,0,0,0,0,3,13,27,1,3,0,0,9,1,0,0,0,0,WALES
06/02/15,ENG,Chris Robshaw,FL,0,0,0,0,0,0,5,7,15,0,0,1,1,26,0,0,0,0,0,WALES
06/02/15,ENG,Billy Vunipola,N8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,Tom Youngs,R,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,WALES
06/02/15,ENG,Mako Vunipola,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,Kieran Brookes,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,Nick Easter,R,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,WALES
06/02/15,ENG,Tom Croft,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,Richard Wigglesworth,R,0,0,0,0,0,0,7,1,0,0,0,0,0,1,1,0,0,0,0,WALES
06/02/15,ENG,Danny Cipriani,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
06/02/15,ENG,Billy Twelvetrees,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WALES
07/02/15,ITA,Andrea Masi,FB,0,0,0,0,0,0,10,12,27,0,0,1,3,5,1,0,0,0,0,IRE
07/02/15,ITA,Leonardo Sarto,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Michele Campagnaro,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Luca Morisi,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Luke McLean,W,0,0,0,0,0,0,8,13,38,1,2,2,1,4,0,0,1,0,0,IRE
07/02/15,ITA,Kelly Haimona,FH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Edoardo Gori,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Matias Aguero,P,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,3,0,0,IRE
07/02/15,ITA,Leonardo Ghiraldini,H,0,0,0,0,0,0,4,9,10,0,2,0,0,17,2,6,1,1,0,IRE
07/02/15,ITA,Martin Castrogiovanni,P,0,0,0,0,0,0,3,4,18,0,0,0,0,15,0,0,2,0,0,IRE
07/02/15,ITA,George Biagi,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Joshua Furno,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Alessandro Zanni,FL,0,0,0,0,0,0,0,2,13,0,0,0,1,13,0,0,1,0,0,IRE
07/02/15,ITA,Francesco Minto,FL,0,0,0,0,0,0,2,6,2,0,1,0,0,24,0,0,0,0,0,IRE
07/02/15,ITA,Sergio Parisse,N8,0,0,0,0,0,0,9,14,25,0,1,4,2,7,4,0,2,0,0,IRE
07/02/15,ITA,Andrea Manici,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Alberto De Marchi,R,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,1,0,0,IRE
07/02/15,ITA,Dario Chistolini,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Marco Fuser,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Marco Barbini,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Guglielmo Palazzani,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Tommaso Allan,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,ITA,Giambattista Venditti,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
07/02/15,IRE,Rob Kearney,FB,0,0,0,0,0,0,4,12,57,1,2,1,0,5,0,0,0,0,0,ITA
07/02/15,IRE,Tommy Bowe,W,0,0,0,0,0,0,2,6,22,0,0,0,0,6,0,0,0,0,0,ITA
07/02/15,IRE,Jared Payne,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Robbie Henshaw,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Simon Zebo,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Ian Keatley,FH,0,0,1,4,0,14,22,10,24,1,1,1,1,6,1,0,0,0,0,ITA
07/02/15,IRE,Conor Murray,SH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Jack McGrath,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Rory Best,H,0,0,0,0,0,0,3,5,2,0,0,0,0,4,3,8,0,0,0,ITA
07/02/15,IRE,Mike Ross,P,0,0,0,0,0,0,1,2,0,0,0,1,0,3,0,0,0,0,0,ITA
07/02/15,IRE,Devin Toner,L,0,0,0,0,0,0,2,9,12,0,0,0,1,7,1,0,0,0,0,ITA
07/02/15,IRE,Paul O'Connell,L,0,0,0,0,0,0,6,11,6,0,0,0,0,6,1,0,0,0,0,ITA
07/02/15,IRE,Peter O'Mahony,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Tommy O'Donnell,FL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Jordi Murphy,N8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Sean Cronin,R,0,0,0,0,0,0,1,2,1,0,0,0,0,5,1,4,0,0,0,ITA
07/02/15,IRE,James Cronin,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Marty Moore,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Iain Henderson,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Robbie Diack,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Isaac Boss,R,0,0,0,0,0,0,5,2,0,0,0,0,2,2,0,0,0,0,0,ITA
07/02/15,IRE,Ian Madigan,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
07/02/15,IRE,Felix Jones,R,0,0,0,0,0,0,0,3,14,0,1,0,0,2,0,0,0,0,0,ITA
07/02/15,FRA,Scott Spedding,FB,0,0,0,0,0,0,4,12,91,0,2,0,1,3,0,0,0,0,0,SCOT
07/02/15,FRA,Yoann Huget,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Mathieu Bastareaud,C,0,0,0,0,0,0,8,12,33,0,4,4,2,4,0,0,1,0,0,SCOT
07/02/15,FRA,Wesley Fofana,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Teddy Thomas,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Camille Lopez,FH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Rory Kockott,SH,0,0,0,0,0,0,51,6,23,1,0,1,0,2,0,0,0,0,0,SCOT
07/02/15,FRA,Alexandre Menini,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Guilhem Guirado,H,0,0,0,0,0,0,7,5,10,0,0,1,1,10,1,9,0,0,0,SCOT
07/02/15,FRA,Rabah Slimani,P,0,0,0,0,0,0,2,1,0,0,0,0,0,6,1,0,2,0,0,SCOT
07/02/15,FRA,Pascal Pape,L,0,0,0,0,0,0,3,5,5,0,0,0,0,5,0,0,1,0,0,SCOT
07/02/15,FRA,Yoann Maestri,L,0,0,0,0,0,0,4,4,7,0,0,1,1,11,2,0,0,0,0,SCOT
07/02/15,FRA,Thierry Dusautoir,FL,0,0,0,0,0,0,3,9,7,0,0,0,1,12,0,0,0,0,0,SCOT
07/02/15,FRA,Bernard Le Roux,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Damien Chouly,N8,0,0,0,0,0,0,2,9,36,0,1,0,0,8,0,0,1,0,0,SCOT
07/02/15,FRA,Benjamin Kayser,R,0,0,0,0,0,0,3,3,14,0,2,0,0,1,0,8,0,0,0,SCOT
07/02/15,FRA,Uini Atonio,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Eddy Ben Arous,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Romain Taofifenua,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Loann Goujon,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Morgan Parra,R,0,0,0,0,0,0,21,2,3,0,1,1,0,3,1,0,0,0,0,SCOT
07/02/15,FRA,Remi Tales,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,FRA,Remi Lamerat,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCOT
07/02/15,SCOT,Stuart Hogg,FB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Tommy Seymour,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Mark Bennett,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Alex Dunbar,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Tim Visser,W,0,0,0,0,0,0,6,6,30,2,0,1,2,3,3,0,0,0,0,FRA
07/02/15,SCOT,Finn Russell,FH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Greig Laidlaw,SH,0,0,0,1,0,3,64,3,0,0,0,0,2,3,1,0,0,0,0,FRA
07/02/15,SCOT,Alasdair Dickinson,P,0,0,0,0,0,0,0,2,5,0,1,0,0,8,2,0,1,0,0,FRA
07/02/15,SCOT,Ross Ford,H,0,0,0,0,0,0,3,5,2,0,0,0,1,10,1,7,0,0,0,FRA
07/02/15,SCOT,Euan Murray,P,0,1,0,0,0,0,1,2,8,0,0,1,0,8,2,0,1,0,0,FRA
07/02/15,SCOT,Richie Gray,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Jonny Gray,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Rob Harley,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Blair Cowan,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,John Beattie,N8,0,0,0,0,0,0,3,10,42,0,0,0,3,10,2,0,1,1,0,FRA
07/02/15,SCOT,Fraser Brown,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Gordon Reid,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Geoff Cross,R,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,FRA
07/02/15,SCOT,Jim Hamilton,R,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,FRA
07/02/15,SCOT,Alasdair Strokosch,R,0,0,0,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0,0,FRA
07/02/15,SCOT,Sam Hidalgo-Clyne,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Peter Horne,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
07/02/15,SCOT,Dougie Fife,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,ENG,Mike Brown,FB,0,0,0,0,0,0,0,3,17,0,0,0,1,1,1,0,0,0,0,ITA
14/02/15,ENG,Anthony Watson,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
14/02/15,ENG,Jonathan Joseph,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
14/02/15,ENG,Luther Burrell,C,0,0,0,0,0,0,6,9,28,0,0,3,1,9,2,0,0,0,0,ITA
14/02/15,ENG,Jonny May,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
14/02/15,ENG,George Ford,FH,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
14/02/15,ENG,Ben Youngs,SH,1,0,0,0,0,5,62,5,47,2,0,0,1,3,1,0,0,0,0,ITA
14/02/15,ENG,Joe Marler,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
14/02/15,ENG,Dylan Hartley,H,0,0,0,0,0,0,2,3,2,0,0,0,0,5,0,7,0,0,0,ITA
14/02/15,ENG,Dan Cole,P,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,ITA
14/02/15,ENG,Dave Attwood,L,0,1,0,0,0,0,2,5,10,0,1,0,0,5,3,0,0,0,0,ITA
14/02/15,ENG,George Kruis,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
14/02/15,ENG,James Haskell,FL,0,0,0,0,0,0,2,9,14,0,2,0,0,10,1,0,2,0,0,ITA
14/02/15,ENG,Chris Robshaw,FL,0,0,0,0,0,0,5,5,4,0,0,0,1,19,1,0,0,0,0,ITA
14/02/15,ENG,Billy Vunipola,N8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
14/02/15,ENG,Tom Youngs,R,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,2,0,0,0,ITA
14/02/15,ENG,Mako Vunipola,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
14/02/15,ENG,Kieran Brookes,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
14/02/15,ENG,Nick Easter,R,1,0,0,0,0,5,0,4,2,0,0,0,0,12,0,0,0,0,0,ITA
14/02/15,ENG,Tom Croft,R,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,ITA
14/02/15,ENG,Richard Wigglesworth,R,0,0,0,0,0,0,4,1,1,0,0,0,0,3,0,0,0,0,0,ITA
14/02/15,ENG,Danny Cipriani,R,1,0,1,0,0,7,2,1,13,1,0,0,1,2,0,0,0,0,0,ITA
14/02/15,ENG,Billy Twelvetrees,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA
14/02/15,ITA,Luke McLean,FB,0,0,0,0,0,0,18,13,32,0,4,3,0,2,1,0,1,0,0,ENG
14/02/15,ITA,Leonardo Sarto,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Luca Morisi,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Andrea Masi,C,0,1,0,0,0,0,9,6,12,2,3,1,1,9,2,0,1,0,0,ENG
14/02/15,ITA,Giambattista Venditti,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Kelly Haimona,FH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Edoardo Gori,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Alberto De Marchi,P,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,ENG
14/02/15,ITA,Leonardo Ghiraldini,H,0,0,0,0,0,0,0,7,7,0,1,0,2,7,0,4,1,0,0,ENG
14/02/15,ITA,Martin Castrogiovanni,P,0,0,0,0,0,0,2,7,3,0,0,0,1,10,0,0,3,0,0,ENG
14/02/15,ITA,George Biagi,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Marco Bortolami,L,0,0,0,0,0,0,1,2,0,0,0,0,0,9,0,0,1,0,0,ENG
14/02/15,ITA,Francesco Minto,FL,0,0,0,0,0,0,2,8,5,0,1,1,0,8,1,0,1,0,0,ENG
14/02/15,ITA,Mauro Bergamasco,FL,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,0,0,0,0,ENG
14/02/15,ITA,Sergio Parisse,N8,1,0,0,0,0,5,5,13,27,1,3,0,2,9,0,0,0,0,0,ENG
14/02/15,ITA,Andrea Manici,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Matias Aguero,R,0,0,0,0,0,0,0,4,3,0,0,0,2,1,0,0,0,0,0,ENG
14/02/15,ITA,Dario Chistolini,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Joshua Furno,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Samu Vunisa,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Guglielmo Palazzani,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Tommaso Allan,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,ITA,Giulio Bisegni,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG
14/02/15,IRE,Rob Kearney,FB,0,0,0,0,0,0,2,9,49,0,4,0,1,3,3,0,1,0,0,FRA
14/02/15,IRE,Tommy Bowe,W,0,0,0,0,0,0,2,4,20,0,2,1,0,7,1,0,0,0,0,FRA
14/02/15,IRE,Jared Payne,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Robbie Henshaw,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Simon Zebo,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Johnny Sexton,FH,0,0,0,5,0,15,23,8,30,0,0,0,2,3,1,0,0,0,0,FRA
14/02/15,IRE,Conor Murray,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Jack McGrath,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Rory Best,H,0,0,0,0,0,0,2,4,4,0,1,0,0,7,0,9,2,1,0,FRA
14/02/15,IRE,Mike Ross,P,0,0,0,0,0,0,0,3,1,0,0,0,0,8,1,0,3,0,0,FRA
14/02/15,IRE,Devin Toner,L,0,0,0,0,0,0,1,3,4,0,0,0,0,14,0,0,0,0,0,FRA
14/02/15,IRE,Paul O'Connell,L,0,0,0,0,0,0,3,4,4,0,0,0,0,13,2,0,0,0,0,FRA
14/02/15,IRE,Peter O'Mahony,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Sean O'Brien,FL,0,0,0,0,0,0,2,6,3,0,2,0,0,12,3,0,0,0,0,FRA
14/02/15,IRE,Jamie Heaslip,N8,0,0,0,0,0,0,2,9,12,0,0,0,0,8,1,0,1,0,0,FRA
14/02/15,IRE,Sean Cronin,R,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,0,0,0,FRA
14/02/15,IRE,Cian Healy,R,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,FRA
14/02/15,IRE,Marty Moore,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Iain Henderson,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Jordi Murphy,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Isaac Boss,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Ian Madigan,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,IRE,Felix Jones,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA
14/02/15,FRA,Scott Spedding,FB,0,0,0,0,0,0,2,9,35,0,2,0,2,1,0,0,0,0,0,IRE
14/02/15,FRA,Yoann Huget,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
14/02/15,FRA,Mathieu Bastareaud,C,0,0,0,0,0,0,5,11,24,0,2,0,2,3,0,0,0,0,0,IRE
14/02/15,FRA,Wesley Fofana,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
14/02/15,FRA,Teddy Thomas,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
14/02/15,FRA,Camille Lopez,FH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
14/02/15,FRA,Rory Kockott,SH,0,0,0,0,0,0,51,10,26,0,2,0,0,3,0,0,1,0,0,IRE
14/02/15,FRA,Eddy Ben Arous,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRE
14/02/15,FRA,Guilhem Guirado,H,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,8,1,0,0,IRE
14/02/15,FRA,Rabah Slimani,P,0,0,0,0,0,0,1,2,0,0,0,1,0,3,1,0,1,0,0,IRE
14/02/15,FRA,Pascal Pape,L,0,0,0,0,0,0,2,5,7,0,0,0,0,8,0,0,1,1,0,IRE
14/02/15,FRA,Yoann Maestri,L,0,0,0,0,0,0,3,5,2,0,0,1,1,15,0,0,0,0,0,IRE
